Date,DayOfWeek,Area,Weather,Festival,AvgTraffic_Area,Traffic_Today,Event,Event_Impact(%),Extra_Time_Minutes
2025-04-12,Saturday,Master Canteen,Rainy,None,100,100,None,0,0.0
2025-07-07,Monday,Rasulgarh,Foggy,Rath Yatra,97,93,None,0,0.0
2025-03-29,Saturday,Rasulgarh,Humid,None,86,82,None,0,0.0
2025-08-22,Friday,Khandagiri,Cloudy,Independence Day,92,87,Accident,30,24.0
2025-07-20,Sunday,Jaydev Vihar,Cloudy,Rath Yatra,120,100,Sports Event,11,8.8
2025-07-09,Wednesday,Jaydev Vihar,Sunny,None,70,69,None,0,0.0
2025-06-10,Tuesday,Khandagiri,Rainy,None,83,85,Political Rally,14,11.2
2025-06-12,Thursday,Khandagiri,Sunny,None,60,59,None,0,0.0
2025-03-27,Thursday,Airport Road,Humid,None,50,54,None,0,0.0
2025-09-08,Monday,Khandagiri,Foggy,None,70,70,None,0,0.0
2025-07-11,Friday,Airport Road,Rainy,None,69,74,None,0,0.0
2025-05-21,Wednesday,Khandagiri,Rainy,None,99,94,Construction Work,8,6.4
2025-01-04,Saturday,Rasulgarh,Sunny,None,86,86,None,0,0.0
2025-09-03,Wednesday,Khandagiri,Humid,None,60,60,None,0,0.0
2025-06-10,Tuesday,Jaydev Vihar,Humid,None,70,68,None,0,0.0
2025-05-17,Saturday,Master Canteen,Sunny,None,92,93,None,0,0.0
2025-09-03,Wednesday,Jaydev Vihar,Sunny,None,70,74,None,0,0.0
2025-03-31,Monday,Jaydev Vihar,Sunny,None,70,74,None,0,0.0
2025-01-17,Friday,Airport Road,Rainy,None,78,81,Bad Roads,5,4.0
2025-01-11,Saturday,Rasulgarh,Cloudy,None,102,99,Accident,25,20.0
2025-02-27,Thursday,Khandagiri,Rainy,None,75,80,None,0,0.0
2025-01-30,Thursday,Rasulgarh,Rainy,None,93,97,None,0,0.0
2025-04-18,Friday,Kalpana Square,Foggy,None,71,71,None,0,0.0
2025-07-21,Monday,Airport Road,Rainy,Rath Yatra,87,87,None,0,0.0
2025-09-03,Wednesday,Kalpana Square,Rainy,None,100,100,Political Rally,19,15.2
2025-03-05,Wednesday,Master Canteen,Humid,Holi,105,100,None,0,0.0
2025-06-22,Sunday,Jaydev Vihar,Cloudy,None,79,81,None,0,0.0
2025-05-18,Sunday,Jaydev Vihar,Cloudy,None,99,100,Construction Work,5,4.0
2025-08-24,Sunday,Khandagiri,Humid,None,65,65,None,0,0.0
2025-03-19,Wednesday,Kalpana Square,Rainy,None,78,80,None,0,0.0
2025-05-21,Wednesday,Rasulgarh,Humid,None,75,78,None,0,0.0
2025-06-10,Tuesday,Rasulgarh,Rainy,None,88,87,None,0,0.0
2025-03-29,Saturday,Kalpana Square,Rainy,None,110,100,Sports Event,9,7.2
2025-01-22,Wednesday,Rasulgarh,Humid,None,75,76,None,0,0.0
2025-06-07,Saturday,Kalpana Square,Foggy,None,81,76,None,0,0.0
2025-06-21,Saturday,Khandagiri,Rainy,None,78,73,None,0,0.0
2025-01-27,Monday,Khandagiri,Humid,None,60,61,None,0,0.0
2025-01-23,Thursday,Jaydev Vihar,Foggy,None,91,95,Political Rally,20,16.0
2025-04-27,Sunday,Jaydev Vihar,Sunny,None,76,75,None,0,0.0
2025-08-27,Wednesday,Kalpana Square,Rainy,None,84,89,None,0,0.0
2025-07-24,Thursday,Rasulgarh,Sunny,Rath Yatra,107,100,Construction Work,12,9.6
2025-01-20,Monday,Kalpana Square,Humid,None,65,70,None,0,0.0
2025-02-27,Thursday,Khandagiri,Sunny,None,60,57,None,0,0.0
2025-05-19,Monday,Kalpana Square,Rainy,None,99,99,Accident,23,18.4
2025-05-23,Friday,Airport Road,Cloudy,None,50,46,None,0,0.0
2025-01-09,Thursday,Jaydev Vihar,Rainy,None,87,83,None,0,0.0
2025-06-13,Friday,Jaydev Vihar,Humid,None,70,66,None,0,0.0
2025-03-13,Thursday,Master Canteen,Sunny,None,80,77,None,0,0.0
2025-07-28,Monday,Jaydev Vihar,Humid,None,70,66,None,0,0.0
2025-04-05,Saturday,Airport Road,Foggy,None,67,71,None,0,0.0
2025-02-25,Tuesday,Airport Road,Sunny,None,60,58,Construction Work,9,7.2
2025-03-20,Thursday,Rasulgarh,Foggy,Holi,106,100,None,0,0.0
2025-07-19,Saturday,Khandagiri,Humid,None,65,62,None,0,0.0
2025-05-04,Sunday,Rasulgarh,Rainy,None,104,100,Sports Event,13,10.4
2025-02-11,Tuesday,Rasulgarh,Humid,None,75,76,None,0,0.0
2025-06-20,Friday,Kalpana Square,Cloudy,None,65,65,None,0,0.0
2025-04-11,Friday,Airport Road,Sunny,None,50,51,None,0,0.0
2025-08-04,Monday,Khandagiri,Rainy,Independence Day,94,97,None,0,0.0
2025-03-20,Thursday,Jaydev Vihar,Rainy,None,108,100,Bad Roads,6,4.8
2025-02-16,Sunday,Master Canteen,Humid,None,105,100,VIP Convoy,21,16.8
2025-01-17,Friday,Jaydev Vihar,Rainy,None,82,84,None,0,0.0
2025-01-25,Saturday,Jaydev Vihar,Foggy,None,91,91,None,0,0.0
2025-06-02,Monday,Kalpana Square,Foggy,None,70,69,None,0,0.0
2025-06-04,Wednesday,Khandagiri,Humid,None,60,56,None,0,0.0
2025-08-09,Saturday,Rasulgarh,Humid,Independence Day,112,100,None,0,0.0
2025-08-26,Tuesday,Rasulgarh,Rainy,None,87,90,None,0,0.0
2025-04-19,Saturday,Airport Road,Sunny,None,76,75,Political Rally,17,13.6
2025-05-11,Sunday,Jaydev Vihar,Humid,None,99,100,Construction Work,7,5.6
2025-03-20,Thursday,Kalpana Square,Foggy,None,90,91,Bad Roads,10,8.0
2025-04-23,Wednesday,Khandagiri,Foggy,None,79,74,Political Rally,20,16.0
2025-03-10,Monday,Rasulgarh,Cloudy,None,85,90,VIP Convoy,19,15.2
2025-04-11,Friday,Jaydev Vihar,Humid,None,70,70,None,0,0.0
2025-02-09,Sunday,Airport Road,Foggy,None,64,69,None,0,0.0
2025-07-16,Wednesday,Rasulgarh,Cloudy,None,75,77,None,0,0.0
2025-06-12,Thursday,Rasulgarh,Sunny,None,75,75,None,0,0.0
2025-03-14,Friday,Khandagiri,Rainy,Holi,117,100,Accident,30,24.0
2025-02-12,Wednesday,Jaydev Vihar,Rainy,None,90,91,None,0,0.0
2025-07-12,Saturday,Jaydev Vihar,Cloudy,None,82,78,None,0,0.0
2025-08-01,Friday,Khandagiri,Humid,None,60,56,None,0,0.0
2025-02-12,Wednesday,Kalpana Square,Humid,None,65,61,None,0,0.0
2025-08-22,Friday,Airport Road,Foggy,None,72,77,VIP Convoy,19,15.2
2025-06-04,Wednesday,Kalpana Square,Sunny,None,65,63,None,0,0.0
2025-01-15,Wednesday,Airport Road,Rainy,None,63,62,None,0,0.0
2025-04-21,Monday,Airport Road,Foggy,None,72,73,Political Rally,12,9.6
2025-06-03,Tuesday,Kalpana Square,Foggy,None,91,93,Bad Roads,9,7.2
2025-08-22,Friday,Rasulgarh,Cloudy,None,85,80,VIP Convoy,24,19.2
2025-09-07,Sunday,Khandagiri,Sunny,None,70,66,None,0,0.0
2025-03-16,Sunday,Khandagiri,Cloudy,None,71,69,None,0,0.0
2025-06-10,Tuesday,Khandagiri,Cloudy,None,60,57,None,0,0.0
2025-01-08,Wednesday,Airport Road,Humid,None,50,50,None,0,0.0
2025-08-21,Thursday,Airport Road,Rainy,Independence Day,87,84,None,0,0.0
2025-02-05,Wednesday,Kalpana Square,Cloudy,None,65,62,None,0,0.0
2025-07-07,Monday,Airport Road,Humid,None,50,48,None,0,0.0
2025-04-20,Sunday,Master Canteen,Sunny,None,85,80,None,0,0.0
2025-08-21,Thursday,Rasulgarh,Rainy,None,90,88,None,0,0.0
2025-05-14,Wednesday,Kalpana Square,Cloudy,None,65,67,None,0,0.0
2025-06-15,Sunday,Master Canteen,Sunny,None,105,100,Sports Event,14,11.2
2025-08-26,Tuesday,Jaydev Vihar,Foggy,None,86,88,Sports Event,11,8.8
2025-02-23,Sunday,Khandagiri,Sunny,None,70,67,None,0,0.0
2025-07-25,Friday,Kalpana Square,Sunny,Rath Yatra,86,91,None,0,0.0
2025-06-21,Saturday,Master Canteen,Sunny,None,91,87,None,0,0.0
2025-07-19,Saturday,Jaydev Vihar,Rainy,None,98,94,None,0,0.0
2025-05-26,Monday,Master Canteen,Sunny,None,80,82,None,0,0.0
2025-08-28,Thursday,Khandagiri,Cloudy,Independence Day,80,77,None,0,0.0
2025-08-07,Thursday,Jaydev Vihar,Humid,None,70,70,None,0,0.0
2025-03-02,Sunday,Jaydev Vihar,Cloudy,None,76,76,None,0,0.0
2025-03-24,Monday,Jaydev Vihar,Sunny,None,70,71,None,0,0.0
2025-04-07,Monday,Jaydev Vihar,Sunny,None,70,67,None,0,0.0
2025-05-06,Tuesday,Khandagiri,Humid,None,60,56,None,0,0.0
2025-03-26,Wednesday,Jaydev Vihar,Foggy,Holi,117,100,Political Rally,20,16.0
2025-01-18,Saturday,Kalpana Square,Humid,None,77,82,None,0,0.0
2025-03-07,Friday,Airport Road,Humid,Holi,65,60,None,0,0.0
2025-03-31,Monday,Kalpana Square,Rainy,None,77,78,None,0,0.0
2025-08-28,Thursday,Master Canteen,Cloudy,None,93,90,Political Rally,14,11.2
2025-06-13,Friday,Airport Road,Cloudy,None,65,69,Accident,21,16.8
2025-02-12,Wednesday,Airport Road,Rainy,None,81,76,Construction Work,5,4.0
2025-05-21,Wednesday,Khandagiri,Humid,None,60,65,None,0,0.0
2025-03-01,Saturday,Master Canteen,Sunny,None,86,82,None,0,0.0
2025-06-25,Wednesday,Jaydev Vihar,Foggy,None,77,75,None,0,0.0
2025-04-03,Thursday,Kalpana Square,Foggy,None,73,68,None,0,0.0
2025-02-18,Tuesday,Kalpana Square,Humid,None,65,62,None,0,0.0
2025-05-14,Wednesday,Rasulgarh,Foggy,None,84,87,None,0,0.0
2025-01-23,Thursday,Master Canteen,Rainy,None,112,100,Sports Event,8,6.4
2025-01-26,Sunday,Airport Road,Humid,None,62,59,None,0,0.0
2025-04-09,Wednesday,Master Canteen,Sunny,None,80,85,None,0,0.0
2025-04-12,Saturday,Airport Road,Rainy,None,90,92,Political Rally,10,8.0
2025-08-28,Thursday,Kalpana Square,Sunny,None,65,67,None,0,0.0
2025-04-15,Tuesday,Jaydev Vihar,Foggy,None,92,92,Accident,29,23.2
2025-04-16,Wednesday,Kalpana Square,Foggy,None,81,77,Sports Event,12,9.6
2025-06-15,Sunday,Rasulgarh,Foggy,None,94,91,None,0,0.0
2025-04-17,Thursday,Airport Road,Humid,None,65,67,Construction Work,9,7.2
2025-02-17,Monday,Airport Road,Cloudy,None,66,70,Construction Work,8,6.4
2025-06-17,Tuesday,Airport Road,Cloudy,None,64,63,Bad Roads,6,4.8
2025-08-07,Thursday,Kalpana Square,Foggy,None,86,89,Accident,24,19.2
2025-03-23,Sunday,Kalpana Square,Sunny,None,77,82,None,0,0.0
2025-02-13,Thursday,Khandagiri,Sunny,None,78,73,Sports Event,8,6.4
2025-08-27,Wednesday,Kalpana Square,Humid,None,75,73,Construction Work,9,7.2
2025-02-16,Sunday,Airport Road,Cloudy,None,73,69,Bad Roads,8,6.4
2025-06-17,Tuesday,Jaydev Vihar,Rainy,None,84,80,None,0,0.0
2025-06-19,Thursday,Khandagiri,Cloudy,None,60,58,None,0,0.0
2025-01-14,Tuesday,Master Canteen,Rainy,None,95,95,None,0,0.0
2025-02-26,Wednesday,Rasulgarh,Rainy,None,105,100,Political Rally,13,10.4
2025-06-28,Saturday,Rasulgarh,Sunny,None,83,82,None,0,0.0
2025-06-26,Thursday,Airport Road,Humid,None,64,66,Political Rally,18,14.4
2025-05-13,Tuesday,Kalpana Square,Rainy,None,83,78,None,0,0.0
2025-06-14,Saturday,Rasulgarh,Rainy,None,115,100,Political Rally,16,12.8
2025-03-06,Thursday,Khandagiri,Rainy,None,80,78,None,0,0.0
2025-02-14,Friday,Khandagiri,Cloudy,None,60,56,None,0,0.0
2025-04-09,Wednesday,Airport Road,Sunny,None,50,51,None,0,0.0
2025-02-04,Tuesday,Kalpana Square,Foggy,None,92,90,Bad Roads,10,8.0
2025-08-27,Wednesday,Jaydev Vihar,Sunny,Independence Day,105,100,Political Rally,14,11.2
2025-01-08,Wednesday,Master Canteen,Humid,None,80,77,None,0,0.0
2025-01-14,Tuesday,Master Canteen,Sunny,None,98,100,Political Rally,16,12.8
2025-04-14,Monday,Airport Road,Sunny,None,50,49,None,0,0.0
2025-09-02,Tuesday,Kalpana Square,Foggy,None,75,71,None,0,0.0
2025-05-24,Saturday,Rasulgarh,Rainy,None,119,100,Sports Event,8,6.4
2025-03-01,Saturday,Jaydev Vihar,Rainy,None,111,100,Accident,26,20.8
2025-05-03,Saturday,Master Canteen,Cloudy,None,109,100,VIP Convoy,23,18.4
2025-07-10,Thursday,Rasulgarh,Rainy,Rath Yatra,131,100,Construction Work,8,6.4
2025-08-21,Thursday,Master Canteen,Sunny,None,80,78,None,0,0.0
2025-06-15,Sunday,Kalpana Square,Rainy,None,98,98,None,0,0.0
2025-07-26,Saturday,Airport Road,Cloudy,Rath Yatra,95,95,Sports Event,14,11.2
2025-03-03,Monday,Rasulgarh,Cloudy,None,75,73,None,0,0.0
2025-08-22,Friday,Kalpana Square,Cloudy,None,65,61,None,0,0.0
2025-01-20,Monday,Master Canteen,Sunny,None,80,78,None,0,0.0
2025-03-02,Sunday,Rasulgarh,Humid,None,101,100,Sports Event,9,7.2
2025-07-07,Monday,Khandagiri,Humid,None,60,60,None,0,0.0
2025-03-14,Friday,Kalpana Square,Humid,Holi,93,93,Political Rally,13,10.4
2025-07-08,Tuesday,Rasulgarh,Rainy,Rath Yatra,110,100,None,0,0.0
2025-04-30,Wednesday,Master Canteen,Rainy,None,91,87,None,0,0.0
2025-09-04,Thursday,Khandagiri,Cloudy,None,60,61,None,0,0.0
2025-03-26,Wednesday,Kalpana Square,Foggy,None,73,78,None,0,0.0
2025-07-18,Friday,Master Canteen,Rainy,None,95,98,None,0,0.0
2025-04-06,Sunday,Khandagiri,Sunny,None,66,69,None,0,0.0
2025-03-02,Sunday,Kalpana Square,Rainy,None,93,91,None,0,0.0
2025-04-18,Friday,Jaydev Vihar,Cloudy,None,89,92,Political Rally,15,12.0
2025-05-04,Sunday,Jaydev Vihar,Foggy,None,93,94,None,0,0.0
2025-05-22,Thursday,Khandagiri,Foggy,None,65,68,None,0,0.0
2025-01-09,Thursday,Master Canteen,Humid,None,98,98,Accident,27,21.6
2025-03-24,Monday,Master Canteen,Sunny,Holi,103,100,None,0,0.0
2025-04-13,Sunday,Jaydev Vihar,Cloudy,None,84,86,None,0,0.0
2025-08-07,Thursday,Rasulgarh,Rainy,None,114,100,Construction Work,7,5.6
2025-02-04,Tuesday,Airport Road,Rainy,None,67,64,None,0,0.0
2025-04-12,Saturday,Kalpana Square,Humid,None,79,81,None,0,0.0
2025-04-21,Monday,Jaydev Vihar,Sunny,None,90,92,Sports Event,8,6.4
2025-01-15,Wednesday,Airport Road,Sunny,None,50,52,None,0,0.0
2025-02-16,Sunday,Khandagiri,Rainy,None,89,93,Sports Event,9,7.2
2025-02-27,Thursday,Jaydev Vihar,Rainy,None,103,100,Political Rally,14,11.2
2025-01-11,Saturday,Rasulgarh,Foggy,None,92,90,None,0,0.0
2025-07-17,Thursday,Kalpana Square,Cloudy,None,84,89,Bad Roads,6,4.8
2025-06-18,Wednesday,Master Canteen,Foggy,None,101,100,Bad Roads,7,5.6
2025-03-30,Sunday,Kalpana Square,Foggy,None,78,79,None,0,0.0
2025-05-11,Sunday,Khandagiri,Foggy,None,89,93,Political Rally,10,8.0
2025-02-27,Thursday,Khandagiri,Cloudy,None,60,57,None,0,0.0
2025-01-30,Thursday,Khandagiri,Cloudy,None,60,60,None,0,0.0
2025-01-07,Tuesday,Master Canteen,Cloudy,None,80,82,None,0,0.0
2025-08-20,Wednesday,Rasulgarh,Rainy,None,87,88,None,0,0.0
2025-03-24,Monday,Airport Road,Foggy,None,56,52,None,0,0.0
2025-02-21,Friday,Airport Road,Cloudy,None,50,54,None,0,0.0
2025-07-08,Tuesday,Jaydev Vihar,Rainy,Rath Yatra,117,100,Bad Roads,6,4.8
2025-06-26,Thursday,Jaydev Vihar,Rainy,None,84,82,None,0,0.0
2025-07-21,Monday,Master Canteen,Foggy,Rath Yatra,112,100,None,0,0.0
2025-02-27,Thursday,Master Canteen,Foggy,None,86,90,None,0,0.0
2025-06-29,Sunday,Rasulgarh,Sunny,None,85,85,None,0,0.0
2025-08-24,Sunday,Airport Road,Cloudy,None,80,76,VIP Convoy,17,13.6
2025-01-05,Sunday,Airport Road,Foggy,None,83,84,Sports Event,13,10.4
2025-04-13,Sunday,Khandagiri,Rainy,None,97,98,Political Rally,16,12.8
2025-01-22,Wednesday,Khandagiri,Humid,None,79,75,VIP Convoy,19,15.2
2025-01-02,Thursday,Khandagiri,Humid,None,76,81,Sports Event,11,8.8
2025-04-08,Tuesday,Kalpana Square,Sunny,None,80,78,Sports Event,10,8.0
2025-06-11,Wednesday,Rasulgarh,Humid,None,75,79,None,0,0.0
2025-01-07,Tuesday,Master Canteen,Rainy,None,90,90,None,0,0.0
2025-04-11,Friday,Master Canteen,Sunny,None,99,100,Political Rally,11,8.8
2025-01-10,Friday,Rasulgarh,Foggy,None,101,100,Sports Event,14,11.2
2025-05-30,Friday,Airport Road,Foggy,None,59,54,None,0,0.0
2025-05-05,Monday,Master Canteen,Sunny,None,80,83,None,0,0.0
2025-04-10,Thursday,Jaydev Vihar,Foggy,None,95,97,Construction Work,7,5.6
2025-03-25,Tuesday,Jaydev Vihar,Rainy,None,86,84,None,0,0.0
2025-02-04,Tuesday,Master Canteen,Foggy,None,89,88,None,0,0.0
2025-06-05,Thursday,Kalpana Square,Foggy,None,86,85,Bad Roads,8,6.4
2025-08-16,Saturday,Kalpana Square,Foggy,None,102,100,Sports Event,8,6.4
2025-08-02,Saturday,Khandagiri,Humid,None,68,65,None,0,0.0
2025-03-29,Saturday,Kalpana Square,Foggy,None,82,81,None,0,0.0
2025-04-05,Saturday,Jaydev Vihar,Sunny,None,76,81,None,0,0.0
2025-06-17,Tuesday,Master Canteen,Rainy,None,91,87,None,0,0.0
2025-08-04,Monday,Kalpana Square,Humid,None,65,68,None,0,0.0
2025-04-07,Monday,Master Canteen,Sunny,None,80,85,None,0,0.0
2025-08-15,Friday,Khandagiri,Cloudy,None,60,55,None,0,0.0
2025-01-27,Monday,Airport Road,Cloudy,None,67,70,Sports Event,12,9.6
2025-03-31,Monday,Airport Road,Sunny,None,50,52,None,0,0.0
2025-06-01,Sunday,Khandagiri,Foggy,None,96,95,Construction Work,10,8.0
2025-04-13,Sunday,Rasulgarh,Rainy,None,110,100,VIP Convoy,24,19.2
2025-07-13,Sunday,Jaydev Vihar,Foggy,Rath Yatra,117,100,Bad Roads,6,4.8
2025-03-25,Tuesday,Airport Road,Sunny,None,50,54,None,0,0.0
2025-06-04,Wednesday,Rasulgarh,Rainy,None,95,96,None,0,0.0
2025-05-25,Sunday,Airport Road,Sunny,None,63,63,None,0,0.0
2025-08-02,Saturday,Master Canteen,Rainy,None,100,100,None,0,0.0
2025-07-23,Wednesday,Khandagiri,Cloudy,None,70,73,Political Rally,19,15.2
2025-03-08,Saturday,Rasulgarh,Sunny,None,82,77,None,0,0.0
2025-05-14,Wednesday,Rasulgarh,Cloudy,None,75,73,None,0,0.0
2025-05-29,Thursday,Khandagiri,Rainy,None,93,96,Accident,30,24.0
2025-07-05,Saturday,Khandagiri,Sunny,None,83,88,Construction Work,6,4.8
2025-05-13,Tuesday,Airport Road,Humid,None,50,50,None,0,0.0
2025-02-25,Tuesday,Airport Road,Rainy,None,61,66,None,0,0.0
2025-02-14,Friday,Rasulgarh,Cloudy,None,88,85,Construction Work,9,7.2
2025-02-11,Tuesday,Master Canteen,Rainy,None,94,99,None,0,0.0
2025-02-07,Friday,Rasulgarh,Foggy,None,93,89,VIP Convoy,16,12.8
2025-04-19,Saturday,Khandagiri,Humid,None,73,73,None,0,0.0
2025-07-26,Saturday,Airport Road,Rainy,Rath Yatra,105,100,Sports Event,14,11.2
2025-03-15,Saturday,Master Canteen,Humid,None,107,100,Accident,30,24.0
2025-05-22,Thursday,Rasulgarh,Rainy,None,89,88,None,0,0.0
2025-06-06,Friday,Rasulgarh,Cloudy,None,75,74,None,0,0.0
2025-03-05,Wednesday,Rasulgarh,Foggy,None,84,84,None,0,0.0
2025-02-08,Saturday,Jaydev Vihar,Humid,None,76,76,None,0,0.0
2025-03-30,Sunday,Kalpana Square,Cloudy,None,94,97,VIP Convoy,15,12.0
2025-01-14,Tuesday,Jaydev Vihar,Cloudy,None,70,72,None,0,0.0
2025-08-07,Thursday,Airport Road,Rainy,Independence Day,111,100,Construction Work,12,9.6
2025-04-25,Friday,Khandagiri,Cloudy,None,60,59,None,0,0.0
2025-07-10,Thursday,Airport Road,Rainy,None,66,65,None,0,0.0
2025-02-11,Tuesday,Jaydev Vihar,Humid,None,81,76,Construction Work,10,8.0
2025-04-13,Sunday,Kalpana Square,Sunny,None,79,77,None,0,0.0
2025-07-13,Sunday,Master Canteen,Sunny,None,86,82,None,0,0.0
2025-08-23,Saturday,Master Canteen,Sunny,None,96,98,Sports Event,11,8.8
2025-02-09,Sunday,Master Canteen,Rainy,None,125,100,Bad Roads,7,5.6
2025-04-30,Wednesday,Jaydev Vihar,Humid,None,70,72,None,0,0.0
2025-09-08,Monday,Master Canteen,Humid,None,80,75,None,0,0.0
2025-02-06,Thursday,Airport Road,Humid,None,50,48,None,0,0.0
2025-04-16,Wednesday,Jaydev Vihar,Cloudy,None,70,71,None,0,0.0
2025-05-24,Saturday,Jaydev Vihar,Sunny,None,101,97,Political Rally,20,16.0
2025-06-06,Friday,Khandagiri,Foggy,None,67,62,None,0,0.0
2025-02-02,Sunday,Airport Road,Sunny,None,57,55,None,0,0.0
2025-02-27,Thursday,Khandagiri,Humid,None,60,63,None,0,0.0
2025-05-22,Thursday,Khandagiri,Humid,None,60,58,None,0,0.0
2025-02-16,Sunday,Khandagiri,Rainy,None,103,100,Bad Roads,6,4.8
2025-06-24,Tuesday,Airport Road,Rainy,None,77,82,Construction Work,12,9.6
2025-03-02,Sunday,Rasulgarh,Rainy,None,101,100,None,0,0.0
2025-01-23,Thursday,Master Canteen,Humid,None,91,96,VIP Convoy,19,15.2
2025-07-07,Monday,Kalpana Square,Humid,Rath Yatra,82,84,None,0,0.0
2025-03-01,Saturday,Airport Road,Sunny,Holi,77,77,None,0,0.0
2025-01-13,Monday,Rasulgarh,Sunny,None,93,90,Sports Event,12,9.6
2025-01-19,Sunday,Master Canteen,Sunny,None,100,97,Construction Work,10,8.0
2025-01-04,Saturday,Kalpana Square,Foggy,None,103,100,VIP Convoy,25,20.0
2025-03-16,Sunday,Kalpana Square,Sunny,None,98,99,Sports Event,8,6.4
2025-08-27,Wednesday,Master Canteen,Cloudy,None,93,98,VIP Convoy,23,18.4
2025-08-12,Tuesday,Rasulgarh,Sunny,None,89,88,Construction Work,12,9.6
2025-04-15,Tuesday,Master Canteen,Cloudy,None,99,96,Accident,30,24.0
2025-04-11,Friday,Kalpana Square,Sunny,None,82,80,Political Rally,11,8.8
2025-01-14,Tuesday,Jaydev Vihar,Cloudy,None,70,67,None,0,0.0
2025-06-22,Sunday,Kalpana Square,Rainy,None,90,95,None,0,0.0
2025-05-15,Thursday,Master Canteen,Cloudy,None,80,82,None,0,0.0
2025-06-08,Sunday,Khandagiri,Cloudy,None,75,78,None,0,0.0
2025-02-02,Sunday,Jaydev Vihar,Rainy,None,87,83,None,0,0.0
2025-01-22,Wednesday,Khandagiri,Foggy,None,70,66,None,0,0.0
2025-07-09,Wednesday,Rasulgarh,Cloudy,Rath Yatra,96,100,None,0,0.0
2025-01-05,Sunday,Kalpana Square,Cloudy,None,88,92,Political Rally,10,8.0
2025-02-02,Sunday,Rasulgarh,Foggy,None,89,89,None,0,0.0
2025-07-27,Sunday,Airport Road,Sunny,None,60,56,None,0,0.0
2025-02-25,Tuesday,Kalpana Square,Rainy,None,98,96,Construction Work,11,8.8
2025-03-27,Thursday,Khandagiri,Humid,Holi,98,100,Bad Roads,6,4.8
2025-07-05,Saturday,Kalpana Square,Foggy,Rath Yatra,106,100,Accident,27,21.6
2025-02-04,Tuesday,Kalpana Square,Humid,None,65,68,None,0,0.0
2025-04-30,Wednesday,Kalpana Square,Rainy,None,84,84,None,0,0.0
2025-07-26,Saturday,Master Canteen,Cloudy,Rath Yatra,100,100,None,0,0.0
2025-01-15,Wednesday,Airport Road,Cloudy,None,50,52,None,0,0.0
2025-01-24,Friday,Master Canteen,Sunny,None,93,96,Accident,28,22.4
2025-05-31,Saturday,Rasulgarh,Rainy,None,120,100,Bad Roads,7,5.6
2025-03-14,Friday,Jaydev Vihar,Cloudy,None,70,68,None,0,0.0
2025-06-21,Saturday,Airport Road,Cloudy,None,77,75,Construction Work,7,5.6
2025-02-19,Wednesday,Master Canteen,Foggy,None,90,86,None,0,0.0
2025-03-11,Tuesday,Khandagiri,Foggy,Holi,82,77,None,0,0.0
2025-06-16,Monday,Khandagiri,Foggy,None,65,67,None,0,0.0
2025-08-19,Tuesday,Jaydev Vihar,Rainy,None,90,95,None,0,0.0
2025-06-05,Thursday,Master Canteen,Foggy,None,85,81,None,0,0.0
2025-03-13,Thursday,Rasulgarh,Sunny,None,87,89,Construction Work,7,5.6
2025-04-26,Saturday,Kalpana Square,Rainy,None,99,100,Sports Event,12,9.6
2025-03-26,Wednesday,Kalpana Square,Cloudy,Holi,101,100,Construction Work,8,6.4
2025-03-17,Monday,Airport Road,Sunny,None,50,50,None,0,0.0
2025-06-04,Wednesday,Master Canteen,Sunny,None,80,82,None,0,0.0
2025-02-03,Monday,Master Canteen,Humid,None,80,80,None,0,0.0
2025-08-01,Friday,Airport Road,Humid,None,60,63,Political Rally,20,16.0
2025-06-30,Monday,Airport Road,Rainy,None,66,64,None,0,0.0
2025-03-14,Friday,Airport Road,Sunny,None,65,69,Accident,21,16.8
2025-07-27,Sunday,Master Canteen,Cloudy,Rath Yatra,110,100,None,0,0.0
2025-06-02,Monday,Master Canteen,Rainy,None,100,100,None,0,0.0
2025-04-27,Sunday,Airport Road,Humid,None,71,72,Political Rally,17,13.6
2025-02-17,Monday,Master Canteen,Sunny,None,80,84,None,0,0.0
2025-08-02,Saturday,Kalpana Square,Humid,None,71,70,None,0,0.0
2025-04-21,Monday,Khandagiri,Humid,None,75,76,Accident,27,21.6
2025-02-15,Saturday,Kalpana Square,Cloudy,None,72,73,None,0,0.0
2025-04-26,Saturday,Kalpana Square,Foggy,None,85,82,None,0,0.0
2025-05-11,Sunday,Khandagiri,Foggy,None,78,76,None,0,0.0
2025-03-30,Sunday,Khandagiri,Foggy,None,89,87,VIP Convoy,18,14.4
2025-03-22,Saturday,Kalpana Square,Humid,None,73,72,None,0,0.0
2025-03-17,Monday,Kalpana Square,Humid,None,65,70,None,0,0.0
2025-03-11,Tuesday,Master Canteen,Rainy,None,98,100,None,0,0.0
2025-01-04,Saturday,Rasulgarh,Humid,None,80,78,None,0,0.0
2025-03-29,Saturday,Airport Road,Cloudy,None,71,70,Sports Event,9,7.2
2025-07-06,Sunday,Jaydev Vihar,Sunny,None,80,79,None,0,0.0
2025-08-21,Thursday,Rasulgarh,Foggy,Independence Day,120,100,Construction Work,10,8.0
2025-04-16,Wednesday,Master Canteen,Cloudy,None,80,77,None,0,0.0
2025-01-15,Wednesday,Master Canteen,Rainy,None,112,100,Construction Work,12,9.6
2025-01-04,Saturday,Rasulgarh,Humid,None,108,100,Sports Event,10,8.0
2025-01-15,Wednesday,Airport Road,Humid,None,70,72,VIP Convoy,17,13.6
